n,m,d,b,strategy,mean_gap,std_gap
100,100,1.5,60,cmp,3.0,0.7071067811865476
100,100,1.5,80,cmp,3.15,0.7921489758877431
100,100,1.5,100,cmp,3.35,0.792148975887743
158,100,1.5,1,cmp,2.7700000000000005,0.4769696007084729
158,100,1.5,20,cmp,3.0700000000000003,0.9630680142129112
158,100,1.5,40,cmp,3.1700000000000004,0.7664854858377945
158,100,1.5,60,cmp,3.0200000000000005,0.7348469228349535
158,100,1.5,80,cmp,3.37,0.6689544080129826
158,100,1.5,100,cmp,3.6700000000000004,0.8291561975888501
251,100,1.5,1,cmp,3.3899999999999997,0.9433981132056604
251,100,1.5,20,cmp,3.34,0.5722761571129799
251,100,1.5,40,cmp,3.4899999999999998,0.7745966692414834
251,100,1.5,60,cmp,3.3400000000000007,0.6538348415311009
251,100,1.5,80,cmp,3.59,0.7681145747868608
251,100,1.5,100,cmp,3.59,0.9949874371066202
398,100,1.5,1,cmp,3.5199999999999996,0.5916079783099615
398,100,1.5,20,cmp,3.669999999999999,0.7262919523166973
398,100,1.5,40,cmp,3.4199999999999995,0.7999999999999998
398,100,1.5,60,cmp,3.969999999999999,0.9733961166965891
398,100,1.5,80,cmp,3.569999999999999,0.49749371855330976
398,100,1.5,100,cmp,3.919999999999999,0.6244997998398396
630,100,1.5,1,cmp,4.250000000000001,0.804673846971554
630,100,1.5,20,cmp,4.1000000000000005,1.1135528725660044
630,100,1.5,40,cmp,4.15,0.9733961166965891
630,100,1.5,60,cmp,3.9500000000000006,0.7664854858377946
630,100,1.5,80,cmp,4.050000000000001,0.4769696007084729
630,100,1.5,100,cmp,4.200000000000001,0.9219544457292888
676,100,1.5,1,cmp,3.839999999999999,0.7999999999999999
676,100,1.5,20,cmp,4.389999999999999,0.8529361054615989
676,100,1.5,40,cmp,4.139999999999999,0.7681145747868607
676,100,1.5,60,cmp,4.289999999999999,0.9205976319760986
676,100,1.5,80,cmp,4.139999999999999,0.6244997998398398
676,100,1.5,100,cmp,4.589999999999999,0.852936105461599
1000,100,1.5,1,cmp,3.95,0.8645808232895291
1000,100,1.5,20,cmp,4.45,1.532155344604456
1000,100,1.5,40,cmp,4.05,0.804673846971554
1000,100,1.5,60,cmp,4.6,0.9695359714832658
1000,100,1.5,80,cmp,4.5,0.806225774829855
1000,100,1.5,100,cmp,4.55,0.8645808232895291
1342,100,1.5,1,cmp,3.78,1.16619037896906
1342,100,1.5,20,cmp,4.33,0.82915619758885
1342,100,1.5,40,cmp,4.279999999999999,0.6403124237432849
1342,100,1.5,60,cmp,4.88,1.452583904633395
1342,100,1.5,80,cmp,5.08,1.118033988749895
1342,100,1.5,100,cmp,4.88,1.1445523142259597
1342,100,1.5,1080,cmp,8.430000000000003,1.4585952145814822
1584,100,1.5,1,cmp,4.209999999999999,0.8645808232895291
1584,100,1.5,20,cmp,4.409999999999999,0.9937303457175896
1584,100,1.5,40,cmp,4.859999999999999,1.1
1584,100,1.5,60,cmp,4.76,1.2
1584,100,1.5,80,cmp,4.609999999999999,1.116915395184434
1584,100,1.5,100,cmp,4.909999999999999,0.9420721840708387
1584,100,1.5,1080,cmp,7.459999999999999,1.345362404707371
2008,100,1.5,1,cmp,4.370000000000002,0.8645808232895291
2008,100,1.5,20,cmp,4.370000000000002,0.8645808232895291
2008,100,1.5,40,cmp,4.670000000000002,0.8874119674649424
2008,100,1.5,60,cmp,4.620000000000002,1.0535653752852738
2008,100,1.5,80,cmp,5.020000000000001,0.9433981132056605
2008,100,1.5,100,cmp,5.120000000000002,1.208304597359457
2008,100,1.5,1080,cmp,8.120000000000005,1.0295630140987
2511,100,1.5,1,cmp,4.840000000000001,1.2031209415515967
2511,100,1.5,20,cmp,4.840000000000001,1.023474474522936
2511,100,1.5,40,cmp,4.74,0.9630680142129111
2511,100,1.5,60,cmp,4.890000000000001,1.1832159566199232
2511,100,1.5,80,cmp,4.890000000000001,1.0954451150103321
2511,100,1.5,100,cmp,4.99,1.2206555615733703
2511,100,1.5,1080,cmp,8.539999999999997,2.351063589101749
2511,100,1.5,2060,cmp,10.439999999999998,2.1558061137310096
2674,100,1.5,1,cmp,4.910000000000002,1.152171862180291
2674,100,1.5,20,cmp,4.810000000000002,0.9733961166965893
2674,100,1.5,40,cmp,4.310000000000002,0.8046738469715541
2674,100,1.5,60,cmp,4.660000000000002,0.7348469228349533
2674,100,1.5,80,cmp,4.960000000000003,1.1
2674,100,1.5,100,cmp,4.610000000000002,1.061838029079765
2674,100,1.5,1080,cmp,8.01,1.444818327679989
2674,100,1.5,2060,cmp,10.51,2.6052830940226057
3340,100,1.5,1,cmp,4.7,1.2609520212918492
3340,100,1.5,20,cmp,4.75,1.061838029079765
3340,100,1.5,40,cmp,4.7,1.0440306508910548
3340,100,1.5,60,cmp,4.8,1.1661903789690602
3340,100,1.5,80,cmp,5.2,0.9695359714832659
3340,100,1.5,100,cmp,4.7,0.7000000000000001
3340,100,1.5,1080,cmp,9.1,1.5652475842498528
3340,100,1.5,2060,cmp,10.45,1.620956507744733
3340,100,1.5,3040,cmp,12.95,1.9306734576307822
3981,100,1.5,1,cmp,4.789999999999997,0.8602325267042626
3981,100,1.5,20,cmp,4.539999999999997,0.9096702699330126
3981,100,1.5,40,cmp,4.639999999999998,0.8645808232895291
3981,100,1.5,60,cmp,4.789999999999997,1.1575836902790224
3981,100,1.5,80,cmp,4.889999999999998,0.9539392014169457
3981,100,1.5,100,cmp,5.139999999999998,0.9733961166965893
3981,100,1.5,1080,cmp,8.339999999999998,2.006863224038948
3981,100,1.5,2060,cmp,12.839999999999998,2.650943228362313
3981,100,1.5,3040,cmp,11.939999999999998,2.56661255354212
4006,100,1.5,1,cmp,4.889999999999998,1.243985530462473
4006,100,1.5,20,cmp,4.839999999999998,1.57797338380595
4006,100,1.5,40,cmp,4.289999999999997,0.7921489758877431
4006,100,1.5,60,cmp,4.539999999999997,1.2409673645990855
4006,100,1.5,80,cmp,4.839999999999998,1.2206555615733703
4006,100,1.5,100,cmp,5.339999999999998,1.0677078252031311
4006,100,1.5,1080,cmp,7.839999999999998,0.8306623862918073
4006,100,1.5,2060,cmp,12.239999999999998,2.0024984394500787
4006,100,1.5,3040,cmp,11.039999999999997,2.2781571499789033
4672,100,1.5,1,cmp,4.830000000000001,1.023474474522936
4672,100,1.5,20,cmp,4.530000000000001,0.9937303457175896
4672,100,1.5,40,cmp,4.380000000000001,0.9433981132056605
4672,100,1.5,60,cmp,4.630000000000001,0.6538348415311012
4672,100,1.5,80,cmp,5.280000000000001,1.378404875209022
4672,100,1.5,100,cmp,4.830000000000001,0.8046738469715541
4672,100,1.5,1080,cmp,8.38,1.729161646579058
4672,100,1.5,2060,cmp,12.580000000000002,3.0675723300355937
4672,100,1.5,3040,cmp,11.38,2.2781571499789033
4672,100,1.5,4020,cmp,14.73,3.278337993557101
5338,100,1.5,1,cmp,5.119999999999999,1.118033988749895
5338,100,1.5,20,cmp,4.619999999999999,0.8944271909999159
5338,100,1.5,40,cmp,4.519999999999999,1.044030650891055
5338,100,1.5,60,cmp,4.719999999999999,0.9433981132056605
5338,100,1.5,80,cmp,4.669999999999999,1.116915395184434
5338,100,1.5,100,cmp,4.5699999999999985,0.8645808232895291
5338,100,1.5,1080,cmp,8.719999999999999,2.071231517720798
5338,100,1.5,2060,cmp,9.819999999999999,1.9390719429665317
5338,100,1.5,3040,cmp,15.27,2.5352514668174435
5338,100,1.5,4020,cmp,11.669999999999998,2.15580611373101
5338,100,1.5,5000,cmp,16.52,4.146082488325576
6004,100,1.5,1,cmp,4.560000000000002,1.019803902718557
6004,100,1.5,20,cmp,4.810000000000002,0.9096702699330126
6004,100,1.5,40,cmp,4.610000000000002,0.9096702699330126
6004,100,1.5,60,cmp,4.910000000000002,1.0234744745229363
6004,100,1.5,80,cmp,4.910000000000002,1.023474474522936
6004,100,1.5,100,cmp,4.860000000000002,0.9949874371066199
6004,100,1.5,1080,cmp,8.210000000000003,1.444818327679989
6004,100,1.5,2060,cmp,12.310000000000002,2.414021540914662
6004,100,1.5,3040,cmp,17.809999999999995,3.0540956108150903
6004,100,1.5,4020,cmp,12.710000000000003,2.021756661915573
6004,100,1.5,5000,cmp,14.209999999999999,2.2107690969434146
6309,100,1.5,1,cmp,4.909999999999997,1.0954451150103321
6309,100,1.5,20,cmp,4.909999999999997,1.0
6309,100,1.5,40,cmp,4.859999999999997,0.6689544080129826
6309,100,1.5,60,cmp,4.809999999999997,0.7681145747868608
6309,100,1.5,80,cmp,4.859999999999997,0.9733961166965893
6309,100,1.5,100,cmp,5.059999999999997,1.2757350822173075
6309,100,1.5,1080,cmp,8.209999999999997,0.7810249675906653
6309,100,1.5,2060,cmp,12.859999999999996,2.2466641938660974
6309,100,1.5,3040,cmp,17.20999999999999,3.5369478367654787
6309,100,1.5,4020,cmp,14.009999999999996,2.8792360097775935
6309,100,1.5,5000,cmp,14.009999999999996,2.754995462791182
6670,100,1.5,1,cmp,5.149999999999997,1.4239030865898141
6670,100,1.5,20,cmp,4.549999999999997,0.9937303457175896
6670,100,1.5,40,cmp,4.6999999999999975,1.2
6670,100,1.5,60,cmp,4.049999999999997,0.9420721840708386
6670,100,1.5,80,cmp,4.899999999999997,1.0198039027185568
6670,100,1.5,100,cmp,4.999999999999997,0.9
6670,100,1.5,1080,cmp,8.8,1.9874606914351791
6670,100,1.5,2060,cmp,11.4,2.5475478405713994
6670,100,1.5,3040,cmp,16.7,3.352610922848042
6670,100,1.5,4020,cmp,14.75,1.961504524593303
6670,100,1.5,5000,cmp,13.95,3.320767983464066
7336,100,1.5,1,cmp,4.640000000000001,1.4832396974191326
7336,100,1.5,20,cmp,5.040000000000001,1.0677078252031311
7336,100,1.5,40,cmp,4.290000000000001,0.7262919523166975
7336,100,1.5,60,cmp,4.790000000000001,1.0136567466356647
7336,100,1.5,80,cmp,4.74,1.044030650891055
7336,100,1.5,100,cmp,4.74,1.044030650891055
7336,100,1.5,1080,cmp,9.439999999999998,1.6613247725836147
7336,100,1.5,2060,cmp,10.339999999999998,2.2158519806160335
7336,100,1.5,3040,cmp,13.389999999999997,2.299456457513384
7336,100,1.5,4020,cmp,19.589999999999996,3.1220986531498327
7336,100,1.5,5000,cmp,13.789999999999997,2.3510635891017495
8002,100,1.5,1,cmp,4.480000000000004,0.6708203932499369
8002,100,1.5,20,cmp,4.480000000000004,0.7416198487095663
8002,100,1.5,40,cmp,4.480000000000004,0.9219544457292888
8002,100,1.5,60,cmp,5.130000000000004,0.9096702699330126
8002,100,1.5,80,cmp,4.980000000000004,1.0488088481701516
8002,100,1.5,100,cmp,5.130000000000004,1.107925990308017
8002,100,1.5,1080,cmp,8.230000000000008,1.9968725547715858
8002,100,1.5,2060,cmp,11.780000000000006,1.9390719429665315
8002,100,1.5,3040,cmp,15.030000000000006,3.694252292413175
8002,100,1.5,4020,cmp,24.080000000000005,4.121892769104989
8002,100,1.5,5000,cmp,16.830000000000005,2.351063589101749
8668,100,1.5,1,cmp,4.319999999999993,1.0488088481701516
8668,100,1.5,20,cmp,4.4699999999999935,1.107925990308017
8668,100,1.5,40,cmp,4.369999999999993,1.0234744745229363
8668,100,1.5,60,cmp,4.769999999999993,1.1169153951844337
8668,100,1.5,80,cmp,4.7199999999999935,0.9695359714832659
8668,100,1.5,100,cmp,4.669999999999993,0.7921489758877431
8668,100,1.5,1080,cmp,8.619999999999994,1.646207763315433
8668,100,1.5,2060,cmp,11.819999999999993,2.7658633371878665
8668,100,1.5,3040,cmp,15.569999999999993,2.913331426391443
8668,100,1.5,4020,cmp,21.669999999999995,4.222262426709168
8668,100,1.5,5000,cmp,21.519999999999992,3.6687872655688283
9334,100,1.5,1,cmp,4.259999999999996,0.7348469228349535
9334,100,1.5,20,cmp,4.709999999999996,1.2439855304624727
9334,100,1.5,40,cmp,4.759999999999996,1.2609520212918492
9334,100,1.5,60,cmp,5.059999999999997,0.9165151389911681
9334,100,1.5,80,cmp,4.359999999999997,0.8426149773176358
9334,100,1.5,100,cmp,4.709999999999996,0.864580823289529
9334,100,1.5,1080,cmp,8.359999999999996,1.9000000000000001
9334,100,1.5,2060,cmp,10.209999999999997,2.246664193866097
9334,100,1.5,3040,cmp,16.70999999999999,2.5391927851189244
9334,100,1.5,4020,cmp,20.109999999999992,3.707762128292482
9334,100,1.5,5000,cmp,23.95999999999999,3.7960505792204615
10000,100,1.5,1,cmp,4.4,1.0677078252031311
10000,100,1.5,20,cmp,4.75,0.8874119674649424
10000,100,1.5,40,cmp,4.75,0.9937303457175896
10000,100,1.5,60,cmp,4.85,0.9630680142129112
10000,100,1.5,80,cmp,4.75,0.9937303457175896
10000,100,1.5,100,cmp,4.9,0.8888194417315589
10000,100,1.5,1080,cmp,9.0,2.0
10000,100,1.5,2060,cmp,12.3,2.6851443164195103
10000,100,1.5,3040,cmp,14.0,3.3015148038438356
10000,100,1.5,4020,cmp,15.8,3.325657829663178
10000,100,1.5,5000,cmp,26.95,3.427462618322773
10,100,1.5,1,med,1.1499999999999997,0.4330127018922193
15,100,1.5,1,med,1.5000000000000004,0.5722761571129799
25,100,1.5,1,med,1.95,0.5099019513592785
25,100,1.5,20,med,2.0,0.7664854858377946
39,100,1.5,1,med,2.41,0.8717797887081348
39,100,1.5,20,med,1.9599999999999997,0.5722761571129799
63,100,1.5,1,med,2.9699999999999998,1.0198039027185568
63,100,1.5,20,med,2.8699999999999997,0.5916079783099617
63,100,1.5,40,med,2.5199999999999996,0.5722761571129799
63,100,1.5,60,med,2.8199999999999994,0.5894913061275798
100,100,1.5,1,med,3.1,0.7681145747868608
100,100,1.5,20,med,2.85,0.7262919523166975
100,100,1.5,40,med,2.95,0.739932429347437
100,100,1.5,60,med,3.15,0.792148975887743
100,100,1.5,80,med,2.95,0.49749371855331
100,100,1.5,100,med,3.15,0.8529361054615991
158,100,1.5,1,med,3.6700000000000004,0.9420721840708386
158,100,1.5,20,med,3.3200000000000003,0.7000000000000001
158,100,1.5,40,med,3.5700000000000003,0.7921489758877431
158,100,1.5,60,med,3.9200000000000004,0.9219544457292886
158,100,1.5,80,med,3.47,0.9205976319760985
158,100,1.5,100,med,3.5200000000000005,0.6244997998398397
251,100,1.5,1,med,4.339999999999999,1.0136567466356645
251,100,1.5,20,med,4.089999999999999,0.6633249580710799
251,100,1.5,40,med,4.239999999999999,1.2196310917650468
251,100,1.5,60,med,4.639999999999999,1.1947803145348521
251,100,1.5,80,med,4.4399999999999995,0.8645808232895291
251,100,1.5,100,med,4.339999999999999,0.852936105461599
398,100,1.5,1,med,5.0699999999999985,1.0712142642814277
398,100,1.5,20,med,5.419999999999999,1.1135528725660044
398,100,1.5,40,med,4.869999999999999,0.7262919523166976
398,100,1.5,60,med,5.169999999999999,1.5898113095584645
398,100,1.5,80,med,4.919999999999999,0.99498743710662
398,100,1.5,100,med,5.119999999999999,1.1789826122551597
630,100,1.5,1,med,5.65,0.9733961166965893
630,100,1.5,20,med,5.300000000000001,1.0677078252031311
630,100,1.5,40,med,6.3,1.1999999999999997
630,100,1.5,60,med,5.85,1.4239030865898141
630,100,1.5,80,med,5.65,1.0712142642814275
630,100,1.5,100,med,5.95,1.2196310917650468
676,100,1.5,1,med,5.9399999999999995,1.1
676,100,1.5,20,med,6.039999999999999,0.9273618495495702
676,100,1.5,40,med,5.789999999999999,1.2835497652993435
676,100,1.5,60,med,5.639999999999999,1.5297058540778354
676,100,1.5,80,med,6.239999999999999,1.2649110640673518
676,100,1.5,100,med,5.789999999999999,1.023474474522936
1000,100,1.5,1,med,6.3,1.004987562112089
1000,100,1.5,20,med,6.25,1.1346805717910218
1000,100,1.5,40,med,7.25,1.1346805717910218
1000,100,1.5,60,med,6.75,1.6393596310755
1000,100,1.5,80,med,6.1,1.044030650891055
1000,100,1.5,100,med,6.25,1.4448183276799889
1342,100,1.5,1,med,6.880000000000001,1.5842979517754863
1342,100,1.5,20,med,7.480000000000002,1.9209372712298547
1342,100,1.5,40,med,7.830000000000003,1.4448183276799889
1342,100,1.5,60,med,7.730000000000002,1.6515144564913744
1342,100,1.5,80,med,7.1800000000000015,1.3564659966250536
1342,100,1.5,100,med,7.280000000000001,1.676305461424021
1342,100,1.5,1080,med,8.630000000000003,1.883480820183736
1584,100,1.5,1,med,7.01,1.2359207094308275
1584,100,1.5,20,med,7.659999999999999,1.857417562100671
1584,100,1.5,40,med,7.859999999999999,1.7349351572897473
1584,100,1.5,60,med,7.609999999999999,1.7168284713389397
1584,100,1.5,80,med,7.659999999999999,1.5652475842498528
1584,100,1.5,100,med,7.51,1.878163997099295
1584,100,1.5,1080,med,8.959999999999999,1.6613247725836149
2008,100,1.5,1,med,8.320000000000004,1.6248076809271923
2008,100,1.5,20,med,8.020000000000005,1.729161646579058
2008,100,1.5,40,med,7.270000000000001,1.6209565077447328
2008,100,1.5,60,med,7.320000000000002,1.3928388277184118
2008,100,1.5,80,med,7.670000000000004,1.7853571071357126
2008,100,1.5,100,med,7.670000000000004,1.5124483462254175
2008,100,1.5,1080,med,10.170000000000005,1.7853571071357126
2511,100,1.5,1,med,8.139999999999997,1.7284386017443605
2511,100,1.5,20,med,9.289999999999997,2.244994432064365
2511,100,1.5,40,med,7.939999999999998,1.8020821290940099
2511,100,1.5,60,med,7.69,1.3638181696985856
2511,100,1.5,80,med,8.239999999999998,2.080264406271472
2511,100,1.5,100,med,8.239999999999998,1.4239030865898141
2511,100,1.5,1080,med,10.739999999999998,1.8781639970992947
2511,100,1.5,2060,med,12.389999999999997,3.3689761055846037
2674,100,1.5,1,med,9.51,2.6995369973386176
2674,100,1.5,20,med,8.709999999999999,1.9868316486305528
2674,100,1.5,40,med,8.26,1.816590212458495
2674,100,1.5,60,med,9.559999999999999,2.282542442102666
2674,100,1.5,80,med,8.309999999999999,1.8020821290940099
2674,100,1.5,100,med,8.709999999999999,2.15580611373101
2674,100,1.5,1080,med,11.36,2.6248809496813377
2674,100,1.5,2060,med,11.309999999999999,1.7168284713389395
3340,100,1.5,1,med,9.6,2.16794833886788
3340,100,1.5,20,med,9.15,1.7741194999210173
3340,100,1.5,40,med,8.8,1.3638181696985856
3340,100,1.5,60,med,9.45,2.2197972880423116
3340,100,1.5,80,med,10.0,1.9849433241279208
3340,100,1.5,100,med,8.15,1.7457090250096092
3340,100,1.5,1080,med,10.65,2.5782746168707473
3340,100,1.5,2060,med,11.8,2.5612496949731396
3340,100,1.5,3040,med,14.350000000000003,3.031088913245535
3981,100,1.5,1,med,9.539999999999997,2.1511624764298953
3981,100,1.5,20,med,8.939999999999998,2.2107690969434146
3981,100,1.5,40,med,9.289999999999997,2.0223748416156684
3981,100,1.5,60,med,9.439999999999998,1.8131464364468746
3981,100,1.5,80,med,9.289999999999997,1.972308292331602
3981,100,1.5,100,med,8.939999999999998,1.6085707942145413
3981,100,1.5,1080,med,10.739999999999998,1.7457090250096092
3981,100,1.5,2060,med,13.839999999999998,2.006863224038948
3981,100,1.5,3040,med,13.439999999999998,3.014548058996572
4006,100,1.5,1,med,10.689999999999998,2.094636006565341
4006,100,1.5,20,med,10.239999999999998,2.3473389188611002
4006,100,1.5,40,med,9.989999999999998,3.3087006513131403
4006,100,1.5,60,med,10.239999999999998,2.5903667693977237
4006,100,1.5,80,med,8.939999999999998,1.8708286933869707
4006,100,1.5,100,med,9.289999999999997,2.6509432283623124
4006,100,1.5,1080,med,11.189999999999998,2.021756661915573
4006,100,1.5,2060,med,14.639999999999997,2.98496231131986
4006,100,1.5,3040,med,13.589999999999998,1.9306734576307822
4672,100,1.5,1,med,9.330000000000002,1.9358460682605938
4672,100,1.5,20,med,10.030000000000001,3.112474899497183
4672,100,1.5,40,med,9.13,2.393219588754864
4672,100,1.5,60,med,9.73,3.293554311074891
4672,100,1.5,80,med,9.080000000000002,2.2045407685048604
4672,100,1.5,100,med,8.530000000000001,2.2555487137279924
4672,100,1.5,1080,med,11.430000000000001,2.056088519495209
4672,100,1.5,2060,med,14.88,2.8000000000000003
4672,100,1.5,3040,med,15.679999999999996,4.17612260356422
4672,100,1.5,4020,med,15.979999999999995,3.7696153649941526
5338,100,1.5,1,med,9.419999999999998,2.3579652245103193
5338,100,1.5,20,med,10.419999999999998,2.85657137141714
5338,100,1.5,40,med,10.12,3.057776970284131
5338,100,1.5,60,med,9.169999999999998,2.246664193866097
5338,100,1.5,80,med,10.069999999999999,2.5391927851189244
5338,100,1.5,100,med,8.669999999999998,1.9868316486305528
5338,100,1.5,1080,med,11.969999999999999,2.535251466817444
5338,100,1.5,2060,med,14.52,2.211334438749598
5338,100,1.5,3040,med,16.119999999999997,2.085665361461421
5338,100,1.5,4020,med,15.52,3.047950130825634
5338,100,1.5,5000,med,18.119999999999997,3.721558813185679
6004,100,1.5,1,med,11.110000000000003,3.070423423568808
6004,100,1.5,20,med,9.460000000000003,2.711088342345192
6004,100,1.5,40,med,9.660000000000002,2.3473389188611002
6004,100,1.5,60,med,10.910000000000002,1.5960889699512368
6004,100,1.5,80,med,9.210000000000003,1.7571283390805579
6004,100,1.5,100,med,9.360000000000003,1.8275666882497066
6004,100,1.5,1080,med,11.860000000000003,2.406241883103193
6004,100,1.5,2060,med,15.709999999999997,2.2107690969434146
6004,100,1.5,3040,med,18.859999999999996,2.8089143810376282
6004,100,1.5,4020,med,16.759999999999998,2.4413111231467406
6004,100,1.5,5000,med,17.609999999999996,3.1507935508376295
6309,100,1.5,1,med,10.109999999999996,3.124099870362662
6309,100,1.5,20,med,9.159999999999997,2.1880356487041066
6309,100,1.5,40,med,10.309999999999997,2.8530685235374214
6309,100,1.5,60,med,9.309999999999997,2.8879058156387303
6309,100,1.5,80,med,8.959999999999997,2.7290108097990378
6309,100,1.5,100,med,10.309999999999997,3.104834939252005
6309,100,1.5,1080,med,12.059999999999997,2.4753787588973126
6309,100,1.5,2060,med,14.409999999999997,3.4856850115866753
6309,100,1.5,3040,med,20.359999999999992,2.479415253643488
6309,100,1.5,4020,med,17.00999999999999,2.9983328701129897
6309,100,1.5,5000,med,19.30999999999999,4.017461885320134
6670,100,1.5,1,med,10.4,2.773084924772409
6670,100,1.5,20,med,9.5,2.181742422927143
6670,100,1.5,40,med,10.1,2.5612496949731396
6670,100,1.5,60,med,9.9,2.672077843177478
6670,100,1.5,80,med,9.25,2.692118125194361
6670,100,1.5,100,med,10.05,2.790609252475165
6670,100,1.5,1080,med,11.95,2.2197972880423116
6670,100,1.5,2060,med,16.45,3.6779749863205975
6670,100,1.5,3040,med,18.75,3.1380726569026414
6670,100,1.5,4020,med,17.2,2.32163735324878
6670,100,1.5,5000,med,17.9,3.5693136595149495
7336,100,1.5,1,med,11.139999999999997,3.681032463861192
7336,100,1.5,20,med,10.689999999999998,1.8567444627627139
7336,100,1.5,40,med,10.089999999999998,2.5975950415721076
7336,100,1.5,60,med,10.439999999999998,2.5219040425836985
7336,100,1.5,80,med,8.939999999999998,1.9773719933285192
7336,100,1.5,100,med,9.139999999999997,2.012461179749811
7336,100,1.5,1080,med,12.089999999999998,2.991237202229205
7336,100,1.5,2060,med,14.439999999999998,2.803569153775237
7336,100,1.5,3040,med,18.99,3.9022429447690716
7336,100,1.5,4020,med,19.839999999999996,2.3790754506740637
7336,100,1.5,5000,med,17.439999999999998,3.171750305430741
8002,100,1.5,1,med,10.030000000000006,2.7654113618049667
8002,100,1.5,20,med,9.780000000000006,3.10805405358401
8002,100,1.5,40,med,9.280000000000006,1.9000000000000001
8002,100,1.5,60,med,10.130000000000006,2.0316249653910043
8002,100,1.5,80,med,8.880000000000006,2.6248809496813377
8002,100,1.5,100,med,8.730000000000008,2.277608394786075
8002,100,1.5,1080,med,11.880000000000006,2.3430749027719964
8002,100,1.5,2060,med,14.430000000000007,2.765411361804967
8002,100,1.5,3040,med,17.330000000000005,2.971110903349116
8002,100,1.5,4020,med,22.180000000000007,2.379075450674064
8002,100,1.5,5000,med,19.230000000000008,2.6809513236909024
8668,100,1.5,1,med,10.669999999999993,3.1028212968200406
8668,100,1.5,20,med,10.719999999999994,3.1685959035509716
8668,100,1.5,40,med,10.269999999999992,2.1788758569500923
8668,100,1.5,60,med,10.219999999999994,2.4062418831031933
8668,100,1.5,80,med,9.769999999999992,1.883480820183736
8668,100,1.5,100,med,9.669999999999993,1.8513508581573617
8668,100,1.5,1080,med,12.119999999999994,2.7676705006196096
8668,100,1.5,2060,med,16.019999999999992,3.241913015489465
8668,100,1.5,3040,med,17.819999999999993,3.3689761055846033
8668,100,1.5,4020,med,22.619999999999994,3.6482872693909396
8668,100,1.5,5000,med,22.46999999999999,2.6320144376503714
9334,100,1.5,1,med,9.859999999999996,2.4819347291981715
9334,100,1.5,20,med,10.709999999999997,3.3537292675468007
9334,100,1.5,40,med,9.859999999999996,2.874021572639983
9334,100,1.5,60,med,9.809999999999997,2.7436289836637897
9334,100,1.5,80,med,8.909999999999997,1.5771810295587503
9334,100,1.5,100,med,9.359999999999996,2.3473389188611007
9334,100,1.5,1080,med,12.059999999999997,2.973213749463701
9334,100,1.5,2060,med,14.859999999999996,2.0639767440550294
9334,100,1.5,3040,med,19.00999999999999,3.2446109165815242
9334,100,1.5,4020,med,22.00999999999999,4.114304315434142
9334,100,1.5,5000,med,23.80999999999999,3.453621287865825
10000,100,1.5,1,med,10.4,3.49857113690718
10000,100,1.5,20,med,9.5,2.1095023109728985
10000,100,1.5,40,med,10.65,1.904599695474091
10000,100,1.5,60,med,10.45,3.4709508783617204
10000,100,1.5,80,med,9.95,3.040970239906994
10000,100,1.5,100,med,10.05,2.376446927663229
10000,100,1.5,1080,med,12.5,2.8548204847240397
10000,100,1.5,2060,med,15.15,3.2136427928442823
10000,100,1.5,3040,med,19.8,4.760252094164763
10000,100,1.5,4020,med,20.7,3.6755951898978205
10000,100,1.5,5000,med,27.85,4.162631379308046
10,100,1.5,1,qua,1.1499999999999997,0.4330127018922193
15,100,1.5,1,qua,1.7500000000000004,0.5385164807134505
25,100,1.5,1,qua,2.0,0.4330127018922193
25,100,1.5,20,qua,1.95,0.4
39,100,1.5,1,qua,2.11,0.5916079783099616
39,100,1.5,20,qua,2.3099999999999996,0.6403124237432848
63,100,1.5,1,qua,2.5699999999999994,0.6000000000000001
63,100,1.5,20,qua,2.6199999999999997,0.6224949798994367
63,100,1.5,40,qua,2.5699999999999994,0.6782329983125269
63,100,1.5,60,qua,2.5199999999999996,0.4769696007084729
100,100,1.5,1,qua,2.8,0.6
100,100,1.5,20,qua,2.65,0.5722761571129799
100,100,1.5,40,qua,2.7,0.8426149773176358
100,100,1.5,60,qua,3.15,0.792148975887743
100,100,1.5,80,qua,3.05,0.5894913061275798
100,100,1.5,100,qua,3.1,0.8306623862918074
158,100,1.5,1,qua,3.47,1.116915395184434
158,100,1.5,20,qua,3.5200000000000005,0.7
158,100,1.5,40,qua,3.22,0.7483314773547881
158,100,1.5,60,qua,3.62,0.6
158,100,1.5,80,qua,3.87,0.7399324293474372
158,100,1.5,100,qua,3.3200000000000003,0.5385164807134504
251,100,1.5,1,qua,3.8899999999999992,0.9165151389911681
251,100,1.5,20,qua,3.6399999999999997,0.7262919523166974
251,100,1.5,40,qua,3.84,0.7921489758877431
251,100,1.5,60,qua,3.939999999999999,0.9205976319760986
251,100,1.5,80,qua,3.9899999999999993,0.7416198487095663
251,100,1.5,100,qua,4.239999999999999,0.9937303457175896
398,100,1.5,1,qua,4.519999999999999,1.0723805294763609
398,100,1.5,20,qua,4.0699999999999985,0.864580823289529
398,100,1.5,40,qua,4.719999999999999,1.4177446878757824
398,100,1.5,60,qua,4.519999999999999,1.1180339887498947
398,100,1.5,80,qua,4.119999999999999,0.6999999999999997
398,100,1.5,100,qua,4.769999999999999,0.8874119674649424
630,100,1.5,1,qua,5.5,1.5362291495737215
630,100,1.5,20,qua,4.8500000000000005,0.7921489758877431
